BAH,University Of Queenlands,St Lucia,Bachelor of Advanced Business (Honours),"Business, Economics & Law",fees not listed,43888,AUD,Years,4,Years,Yes,Yes,General English subject,Mathematical Methods or Specialist Mathematics,IELTS,"Units 3 & 4, C","Units 3 & 4, C",7,https://future-students.uq.edu.au/study/programs/bachelor-advanced-business-honours-2139,English,A,"This program is suited to high-achieving students who want to gain the skills to succeed in the complex and fast-paced business world.We only accept a small group of students each year who get to experience a unique and personal education run by internationally respected industry experts and teachers.Honours is awarded to all graduates of this program, which means you will have a globally recognised degree that will stand out in a competitive job market. Read less","
Our programs prepare you for your first job and beyond. Depending on which major you choose, here are some of the careers you could be on your way to:Finance managerBusiness intelligence consultantBusiness systems analystInternational logistics adviserBusiness entrepreneurFinancial crime analystLeadership development coordinatorTrade specialistMarketing automation specialistAuditor
",Australia,No,Yes,No,Yes,Yes,,Normal,No
BAH,University Of Queenlands,St Lucia,Bachelor of Advanced Finance and Economics (Honours),"Business, Economics & Law",fees not listed,43888,AUD,Years,4,Years,Yes,Yes,General English subject,Mathematical Methods or Specialist Mathematics,IELTS,"Units 3 & 4, C","Units 3 & 4, C",7,https://future-students.uq.edu.au/study/programs/bachelor-advanced-finance-and-economics-honours-2140,English,A,"This program aims to develop your analytical and technical skills to help you become a leading economist or financier in investment banking, capital markets, equity or venture capital, or the public sector.You'll study topics like how policy can affect economic and social outcomes, the effect of the Global Financial Crisis (GFC) on economic theory and monetary policy, and common financial issues facing most companies. As the program is highly structured, you'll develop strong networks within your cohort.At the end of your third year, you'll choose to major in either economics or finance, or to complete a more general pathway by undertaking electives, individual research topic, and a team project.A key component of both the Economics and Finance majors is a supervised individual research thesis. A key component of the Professional Pathway is a supervised team industry project.
 Read less","
Our programs prepare you for your first job and beyond. Depending on which major you choose, here are some of the careers you could be on your way to:Investment bankerManagement consultantFinancial dealer and traderFund managerEconomistInvestment analystPolicy analystEconomic consultantEconomic researcher
",Australia,No,Yes,No,Yes,Yes,,Normal,No
BAH,University Of Queenlands,St Lucia,Bachelor of Advanced Humanities (Honours),Humanities and Social Sciences,fees not listed,34208,AUD,Years,4,Years,Yes,Yes,General English subject,IELTS,,"Units 3 & 4, C",6.5,,https://future-students.uq.edu.au/study/programs/bachelor-advanced-humanities-honours-2414,English,A,"Throughout this four year Honours program you will develop valuable logical reasoning, communication and creative thinking skills that can be applied across a range of areas and industries. Our humanities disciplines study society and culture in all its forms, looking for answers to significant and urgent social problems. You'll be part of a small group who'll stay together throughout your four years of study and enjoy a number of extracurricular activities, such as an orientation camp. During the program, you'll study a core suite of interdisciplinary courses including:Great Works and the HumanitiesHumanities and the Big QuestionsInterdisciplinary ThinkingThese courses and your majors will expose you to contemporary thinking in the humanities, provide a forum for interdisciplinary discussion and emphasise connections across humanities disciplines.Graduating with a Bachelor of Advanced Humanities (Honours) equips you with professional research and critical thinking skills, which you can apply across a range of areas from analysing the ethics of biotechnology to policy development.Read less","
Our programs prepare you for your first job and beyond. Depending on which major you choose, here are some of the careers you could be on your way to:Academic researcherSociologistCommunity services workerClassics teacherArchaeologistMusicologistComposerMusic criticEditorJournalist
",Australia,No,Yes,No,Yes,Yes,,Normal,No
BAH,University Of Queenlands,St Lucia,Bachelor of Advanced Science (Honours),Science,fees not listed,43504,AUD,Years,4,Years,Yes,Yes,General English subject,Mathematical Methods,IELTS,"Units 3 & 4, C","Units 3 & 4, C",6.5,https://future-students.uq.edu.au/study/programs/bachelor-advanced-science-honours-2341,English,A,"The Bachelor of Advanced Science (Honours) will challenge you and develop your deep interest in science to create the foundation for a high-achieving career in scientific research and industry.In first year you'll learn interdisciplinary approaches to problem-solving and build networks with other high-achieving students and research scientists.In years two and three of the program, you’ll develop your quantitative, computational, practical and problem-solving skills through group research projects. You'll develop specialised knowledge in your area of interest with majors including Biology, Biomedical Science, Chemistry, Geographical Sciences, Geological Sciences, Mathematics and Physics. You'll be able to enhance your specialisation with a choice of 22 minors available under the program.After developing your cutting-edge practical research skills, your final year will be dedicated to an extensive full-year independent research project.You'll find expanding career possibilities in diverse roles within the government, health, corporate, environmental and financial sectors and in research organisations globally.Advanced Science is also an excellent pathway into medicine or a research higher degree such as a PhD.Read less","
Our programs prepare you for your first job and beyond. Depending on which major you choose, here are some of the careers you could be on your way to:BiochemistEmbryologistPalaeo-environmental scientistBiodiversity project officerExploration technicianBiomedical engineerWildlife management officerMine geologistQuantitative researcherMaterials scientist
",Australia,No,Yes,No,Yes,Yes,,Normal,No
BA,University Of Queenlands,Gatton,Bachelor of Agribusiness,Science,fees not listed,43504,AUD,Years,3,Years,Yes,Yes,General English subject,Mathematical Methods,IELTS,"Units 3 & 4, C","Units 3 & 4, C",6.5,https://future-students.uq.edu.au/study/programs/bachelor-agribusiness-2007,English,A,"The Bachelor of Agribusiness will teach you about the commercial side of agriculture, both in Australia and internationally. You'll cover all aspects of the growing, processing, trading and financing of food and fibres, and gain valuable transferable business skills.Learn to market, finance and manage people and technology along the agrifood value chain linking producers with consumers. You'll acquire knowledge of agricultural value chains and all the business disciplines that apply in agribusinesses, including domestic and international marketing, commodity trading, human resource management, finance, supply chain management, sustainability and the e-technologies increasingly being used to drive efficiency in agriculture.Experience city and rural living while you study at two campuses in your first year, in business courses at UQ St Lucia in the award-winning UQ Business School, and agriculture courses at UQ's specialist rural Gatton campus.The Agribusiness program has been developed in close and ongoing collaboration with the Australian and overseas agricultural sectors. You'll learn from internationally respected business experts and graduate with the confidence that you'll find almost immediate employment within the food and fibre industries in managerial, administrative or research roles.Read less","
Our programs prepare you for your first job and beyond. Here are some of the careers you could be on your way to:Agribusiness analystAgribusiness bankerExport traderFarm management consultantFarm supplies sales representativeCommercial manager, grain and commoditiesHorticultural produce sales managerFarm operations manager
",Australia,No,Yes,No,Yes,Yes,,Normal,No
BA,University Of Queenlands,St Lucia,Bachelor of Agribusiness,Science,fees not listed,43504,AUD,Years,3,Years,Yes,Yes,General English subject,Mathematical Methods,IELTS,"Units 3 & 4, C","Units 3 & 4, C",6.5,https://future-students.uq.edu.au/study/programs/bachelor-agribusiness-2007,English,A,"The Bachelor of Agribusiness will teach you about the commercial side of agriculture, both in Australia and internationally. You'll cover all aspects of the growing, processing, trading and financing of food and fibres, and gain valuable transferable business skills.Learn to market, finance and manage people and technology along the agrifood value chain linking producers with consumers. You'll acquire knowledge of agricultural value chains and all the business disciplines that apply in agribusinesses, including domestic and international marketing, commodity trading, human resource management, finance, supply chain management, sustainability and the e-technologies increasingly being used to drive efficiency in agriculture.Experience city and rural living while you study at two campuses in your first year, in business courses at UQ St Lucia in the award-winning UQ Business School, and agriculture courses at UQ's specialist rural Gatton campus.The Agribusiness program has been developed in close and ongoing collaboration with the Australian and overseas agricultural sectors. You'll learn from internationally respected business experts and graduate with the confidence that you'll find almost immediate employment within the food and fibre industries in managerial, administrative or research roles.Read less","
Our programs prepare you for your first job and beyond. Here are some of the careers you could be on your way to:Agribusiness analystAgribusiness bankerExport traderFarm management consultantFarm supplies sales representativeCommercial manager, grain and commoditiesHorticultural produce sales managerFarm operations manager
",Australia,No,Yes,No,Yes,Yes,,Normal,No
BA,University Of Queenlands,Gatton,Bachelors of Agribusiness / Agricultural Science,Science,fees not listed,43504,AUD,Years,4,Years,Yes,Yes,General English subject,Mathematical Methods,IELTS,"Units 3 & 4, C","Units 3 & 4, C",6.5,https://future-students.uq.edu.au/study/programs/bachelors-agribusiness-agricultural-science-2449,English,A,"This four-year dual program will develop your business skills and deep scientific expertise to prepare you for a career in the agriculture sector in Australia and overseas. You'll study the scientific and managerial principles required to help commercial farmers sustainably increase their output of food and fibre with the least environmental and social impact.Under the Agribusiness program, you'll learn about marketing, finance, people management and technology along the agrifood value chain, and study business courses in accounting, economics and market research.For the Agricultural Science component of your program, you'll specialise in Agronomy, Animal Science or Horticulture, and graduate ready to enter the workforce in innovative management positions.During your studies, you'll benefit from interacting with industry representatives, undertaking professional placements or internships and the Summer Research Scholarships program.This Agribusiness program has been developed in close and ongoing collaboration with the international and Australian agricultural sector to prepare you for a career in global agriculture. You'll be taught by internationally ranked business experts, ensuring you receive the most relevant, up-to-date knowledge and practical experience.Read less","
Our programs prepare you for your first job and beyond. Depending on which major you choose, here are some of the careers you could be on your way to:AgronomistResearch managerCrop scientistAnimal technicianBiosecurity officerAnimal health officerHorticulturalistPropagatorPlant scientist
",Australia,No,Yes,No,Yes,Yes,,Normal,No
BA,University Of Queenlands,St Lucia,Bachelors of Agribusiness / Agricultural Science,Science,fees not listed,43504,AUD,Years,4,Years,Yes,Yes,General English subject,Mathematical Methods,IELTS,"Units 3 & 4, C","Units 3 & 4, C",6.5,https://future-students.uq.edu.au/study/programs/bachelors-agribusiness-agricultural-science-2449,English,A,"This four-year dual program will develop your business skills and deep scientific expertise to prepare you for a career in the agriculture sector in Australia and overseas. You'll study the scientific and managerial principles required to help commercial farmers sustainably increase their output of food and fibre with the least environmental and social impact.Under the Agribusiness program, you'll learn about marketing, finance, people management and technology along the agrifood value chain, and study business courses in accounting, economics and market research.For the Agricultural Science component of your program, you'll specialise in Agronomy, Animal Science or Horticulture, and graduate ready to enter the workforce in innovative management positions.During your studies, you'll benefit from interacting with industry representatives, undertaking professional placements or internships and the Summer Research Scholarships program.This Agribusiness program has been developed in close and ongoing collaboration with the international and Australian agricultural sector to prepare you for a career in global agriculture. You'll be taught by internationally ranked business experts, ensuring you receive the most relevant, up-to-date knowledge and practical experience.Read less","
Our programs prepare you for your first job and beyond. Depending on which major you choose, here are some of the careers you could be on your way to:AgronomistResearch managerCrop scientistAnimal technicianBiosecurity officerAnimal health officerHorticulturalistPropagatorPlant scientist
",Australia,No,Yes,No,Yes,Yes,,Normal,No
BA,University Of Queenlands,Gatton,Bachelors of Agribusiness / Equine Science,Science,fees not listed,43504,AUD,Years,4,Years,Yes,Yes,General English subject,Mathematical Methods,IELTS,"Units 3 & 4, C","Units 3 & 4, C",6.5,https://future-students.uq.edu.au/study/programs/bachelors-agribusiness-equine-science-2389,English,A,"This four-year dual degree will introduce you to the commercial world behind agriculture, and allow you to combine practical business skills with your interests in equine science and horses in general.Under the Equine Science program, you'll gain exposure to the scientific and practical aspects of the horse industry. You'll study nutrition, breeding, exercise physiology, health and rehabilitation, welfare and behaviour, and the interaction between horse and rider.Under the Agribusiness program, you'll develop skills in marketing, finance and managing people and technology along the agri-food value chain. You'll study accounting, economics and market research in an agribusiness context, preparing you for business management positions.You'll have access to practical study experiences to further develop your knowledge and industry connections. These include industry placements with agribusiness enterprises and work with horses from the UQ Australian Stock Horse stud. You’ll also participate in laboratory and field-based activities, and have the chance to study internationally.You'll graduate with all the skills needed to enjoy a career involving horses, agribusiness and related industries.Read less","
Our programs prepare you for your first job and beyond. Here are some of the careers you could be on your way to:Agribusiness analystExport traderFarm management consultantCommercial manager, grain and commoditiesFarm operations managerEquine welfare officerEquine reproduction veterinarianBloodstock agency representativeEquine health marketing managerAnimal nutrition and health specialist
",Australia,No,Yes,No,Yes,Yes,,Normal,No
BA,University Of Queenlands,St Lucia,Bachelors of Agribusiness / Equine Science,Science,fees not listed,43504,AUD,Years,4,Years,Yes,Yes,General English subject,Mathematical Methods,IELTS,"Units 3 & 4, C","Units 3 & 4, C",6.5,https://future-students.uq.edu.au/study/programs/bachelors-agribusiness-equine-science-2389,English,A,"This four-year dual degree will introduce you to the commercial world behind agriculture, and allow you to combine practical business skills with your interests in equine science and horses in general.Under the Equine Science program, you'll gain exposure to the scientific and practical aspects of the horse industry. You'll study nutrition, breeding, exercise physiology, health and rehabilitation, welfare and behaviour, and the interaction between horse and rider.Under the Agribusiness program, you'll develop skills in marketing, finance and managing people and technology along the agri-food value chain. You'll study accounting, economics and market research in an agribusiness context, preparing you for business management positions.You'll have access to practical study experiences to further develop your knowledge and industry connections. These include industry placements with agribusiness enterprises and work with horses from the UQ Australian Stock Horse stud. You’ll also participate in laboratory and field-based activities, and have the chance to study internationally.You'll graduate with all the skills needed to enjoy a career involving horses, agribusiness and related industries.Read less","
Our programs prepare you for your first job and beyond. Here are some of the careers you could be on your way to:Agribusiness analystExport traderFarm management consultantCommercial manager, grain and commoditiesFarm operations managerEquine welfare officerEquine reproduction veterinarianBloodstock agency representativeEquine health marketing managerAnimal nutrition and health specialist
",Australia,No,Yes,No,Yes,Yes,,Normal,No
